,title,author,description,actual_price,prev_price,pages,year,language,publisher,image
355,Poesia completa. 2n volum,"Brossa, Joan","Descripción



Segon volum de la poesia completa de Joan Brossa.El present volum conté catorze poemaris brossians escrits entre 1961 i 1970. Hi trobem, doncs, les obsessions brossianes de la década dels seixanta: Frègoli, els llibres d'artista (l'any 1963 començava les col·laboracions amb Tàpies, Miró i altres artistes), la visualitat poética, el cinema (el 1967 inicia la relació amb Pere Portabella), la denúncia (des del Vietnam, Cuba, París, etc. al nostre país) i l'amor. A banda d'alguns poemaris publicats en llibre d'artista (com Frègoli, amb serigrafies de Tàpies), en editorials on van passar una mica desapercebuts, o en les seleccions publicades al 1977 i 1980, bona part de l'obra d'aquest volum fou inèdita en vida de Brossa. El volum inclou, a més, la traducció (molt poc canònica) de Wordpoems for the voice (1965) d'Alain Arias-Misson, un exemple de la integració de Brossa en la poesía exeprimental.En l'obra d'aquest període hi predominen el vers lliure i els poemes curts, al costat d'una poesia visual cada vegada més present. Es pot copsar, així mateix, el joc amb la disposició i el diàleg entre poemes i el contrast entre visualitat, escriptura i subversió.La intenció de tota aquesta aparent dispersió, la podríem veure reflectida en aquest poema:Avui he comprès una gran veritaton fa vint anys no havia llegitmés que un poema.

Ver más
Ver menos","28,45€","29,95€",1440,2022,Catalán,Univers,https://www.abacus.coop/dw/image/v2/BDLM_PRD/on/demandware.static/-/Sites-AbacusMaster/default/dw0d6f4de3/images/large/1415057.70.jpg?sw=740
356,Los Compas y la cámara del tiempo,Los Compas,"Descripción



¿Te imaginas cuál es el viaje más loco de los Compas? Después de que Rius insista mucho, Mike, Timba y Trolli van a visitar la exposición donde se cuenta la historia del tesoro de su antepasado. No es que les haga mucha ilusión, pero con tal de no escucharle... Aunque al final, no está tan mal. Hay trastos muy curiosos: tocadiscos, teléfonos móviles tamaño XXL, cámaras de fotos con carrete: Pero espera un momento: ¿Cómo han pasado Los Compas de estar en un museo a ser perseguidos por ¡¡¡UN DINOSAURIO!!!? Tercera entrega de la colección que ya ha vendido más de 100.000 ejemplares.

Ver más
Ver menos","15,10€","15,90€",224,2020,Español,Martínez Roca,https://www.abacus.coop/dw/image/v2/BDLM_PRD/on/demandware.static/-/Sites-AbacusMaster/default/dw8c782b62/images/large/1333852.54.jpg?sw=740
357,Una corte de rosas y espinas. Edición especial,"Maas, Sarah J.","Descripción



¡Llévate el éxito de ventas de Sarah J. Maas en una cuidadísima edición especial!Un cuento de hadas nunca había sido tan sexy. ¡Déjate seducir por la saga del momento! (Libro 1) Cuando la cazadora Feyre mata a un lobo en el bosque, una criatura bestial irrumpe en su casa para exigir una compensación. Así, es trasladada a una tierra mágica y engañosa de la que solo había oído hablar en las leyendas, donde Feyre descubre que su captor no es un animal sino Tamlin: una divinidad inmortal y letal que alguna vez reinó en su mundo. Mientras Feyre vive en su castillo, lo que siente por Tamlin muta de una hostilidad helada a una pasión ardiente y feroz, a pesar de todas las mentiras y advertencias a las que queda expuesta en ese mundo fantástico,bello y peligroso. Además, una vil sombra ancestral crece sobre la tierra de las hadas día a día, y Feyre debe encontrar la forma de detenerla... o condenar a Tamlin -y a su mundo- para siempre.

Ver más
Ver menos","21,80€","22,95€",456,2024,Español,Crossbooks,https://www.abacus.coop/dw/image/v2/BDLM_PRD/on/demandware.static/-/Sites-AbacusMaster/default/dwdefe1cc8/images/large/1477394.82.jpg?sw=740
358,Titó. Excursió al fons del mar,"Jiménez Carbó, Cristina","Descripción



Descobreix el món de la mà d'en Titó i en John C.!VOLS ANAR D'EXCURSIÓ AMB EN TITÓ AL FONS DEL MAR?SÍ? QUE BÉ!PERQUÈ EN TITÓ ES MOR DE GANES DE DESCOBRIRAMB TU UNA PILA D'ANIMALS MARINS SUPERCURIOSOS!I PREPAREU-VOS, PERQUÈ AQUEST COP EN JOHN CUS PORTA UNA SORPRESA MOLT GRAN. Llibre de cartró i en MAJÚSCULA.

Ver más
Ver menos","11,35€","11,95€",20,2024,Catalán,Estrella Polar,https://www.abacus.coop/dw/image/v2/BDLM_PRD/on/demandware.static/-/Sites-AbacusMaster/default/dw35334801/images/large/1476481.11.jpg?sw=740
359,Heartstopper 5. Sempre al teu costat,"Oseman, Alice","Descripción



Arriba el cinquè volum de la sèrie Heartstopper. Descobreix com avança la relació d'en Nick i en Charlie.En Charlie i en Nick per fi s'han dit que s'estimen i estan d'allò més enamorats, i a més en Charlie gairebé ha convençut la seva mare perquè li doni permís per quedar-se a dormir a casa d'en Nick. Però l'any que ve les coses seran una mica diferents: en Nick començarà la universitat i tots dos s'hauran d'enfrontar als reptes i les pors que suposen les relacions a distància. 

Ver más
Ver menos","15,15€","15,95€",336,2024,Catalán,Fanbooks,https://www.abacus.coop/dw/image/v2/BDLM_PRD/on/demandware.static/-/Sites-AbacusMaster/default/dwb7a4f5fd/images/large/1476473.93.jpg?sw=740
360,Trilogia Foc 2: Ciutats de cendra,"Marcús, Joana","Descripción



Una ciutat nova. Un experiment. Un retrobament. Un assassinat. Un romanç. Després d'assistir a la destrucció de la seva ciutat, el futur de l'Alice no és gens prometedor. I quan rep una estranya oferta d'un desconegut, només té una cosa clara: es revenjarà del responsable de la desaparició dels seus amics. Fins on series capaç d'arribar per trobar respostes? Fins on series capaç d'arribar per recuperar la teva llibertat?

Ver más
Ver menos","17,05€","17,95€",416,2022,Catalán,Fanbooks,https://www.abacus.coop/dw/image/v2/BDLM_PRD/on/demandware.static/-/Sites-AbacusMaster/default/dwbcee0c98/images/large/1397458.29.jpg?sw=740
361,España: el pacto y la furia,"Juliana, Enric","Descripción



Extraordinario balance político del periodo más complejo de la España democrática, escrito por uno de los analistas políticos más prestigiosos de nuestro país.Pacto y furia aparecen en el título de este libro como síntesis de lo que ha sido el largo y convulso periodo que va desde los atentados del 11-M a la legislatura de la amnistía. En España se pacta y se combate con furia. Se pactó una reforma muy rápida de la Constitución para garantizar el pago de la deuda, se acordó en pocos días la ley de abdicación del rey Juan Carlos I, se pactó la aplicación del artículo 155 en Catalunya, y se han pactado muchas coaliciones en los distintos niveles de gobierno. Desde hace seis años, España cuenta con un gobierno de coalición sostenido por una mayoría parlamentaria muy plural. En España se pacta y a la vez la furia recorre todas sus arterias políticas, siendo uno de los países más polarizados después de Estados Unidos, Argentina, Colombia y Sudáfrica.Tras dos décadas de intenso trabajo periodístico en Madrid, Enric Juliana ofrece su visión de este periodo de tiempo, en el que hemos sufrido una grave crisis económica y otra territorial sin precedentes, hemos sido recluidos en casa por una pandemia, hemos escuchado de cerca nuevos tambores de guerra y nos hemos aproximado al umbral de vertiginosos cambios tecnológicos... La reconocida capacidad de Enric Juliana como observador y analista de la realidad política y social española, y de los vínculos de esta con la realidad internacional, alcanzan en este libro su punto álgido. Juliana intenta explicar qué ha pasado en estos veinte años y lo que puede ser España en los años venideros. Un relato ambicioso que arranca con una constatación que hoy todos podemos compartir: 2004 vive en 2024.

Ver más
Ver menos","23,65€","24,90€",600,2024,Español,Arpa,https://www.abacus.coop/dw/image/v2/BDLM_PRD/on/demandware.static/-/Sites-AbacusMaster/default/dw546ede7f/images/large/1486810.43.jpg?sw=740
362,Aliades,"Feixas Torras, Txell","Descripción



La història d'un equip de nenes de l'Orient Mitjà que ha donat esperança a tota una generació.Fins i tot enmig de la foscor absoluta, en un dels llocs més perillosos i insalubres del planeta, s’hi poden obrir escletxes d’esperança tan lluminoses que transformen vides per sempre. Al camp de refugiats de Xatila, on malviuen 40.000 persones en un únic quilòmetre quadrat, aquesta llum va entrar amb el Majdi, un carismàtic pintor palestí que va crear un equip de bàsquet femení per apartar les noies d’un destí dramàtic que sempre comença amb un matrimoni infantil forçat i les condueix sense remei a una espiral de drogues, maltractaments i crims d’honor. El seu primer objectiu era salvar la seva pròpia filla, la Razan, que aleshores tenia 12 anys i l’abisme a tocar. Porta a porta, el Majdi convenç altres pares que les seves filles poden trobar en aquell equip un espai saludable de trobada i compromís que millori el seu futur. Que els doni confiança i autoestima. És així com nenes que no tenien rutines de nenes aprenen a jugar.Una dècada després d’aquella feliç iniciativa, no exempta de riscos i boicots per part de la comunitat, la periodista Txell Feixas relata la història personal del Majdi —esdevingut un líder natural al camp— i ens endinsa en les històries colpidores de la Razan —que cau en un matrimoni pervers i fatal però aconsegueix sortir-ne a temps—, la Basma —la mare, un puntal imprescindible—, la Cadira —entrenadora de criquet que agafa el relleu al Majdi amb iniciatives noves per empoderar les nenes— i tota una nova generació de jugadores. Nenes que han descobert, gràcies a la determinació de les dones valentes que treballen en col·lectiu i que no volen que caiguin en els seus mateixos errors, que poden somiar si algú els mostra la manera d’obrir els ulls. Que poden ser nenes. Que poden ser elles mateixes. Que poden, senzillament, ser.

Ver más
Ver menos","18,95€","19,95€",208,2023,Catalán,Ara Llibres,https://www.abacus.coop/dw/image/v2/BDLM_PRD/on/demandware.static/-/Sites-AbacusMaster/default/dwce90870b/images/large/1430786.01.jpg?sw=740
363,Harry Potter y el prisionero de Azkaban (Harry Potter [edición MinaLima] 3),"Rowling, J.K.","Descripción



Sumérgete en esta magnífica edición especial de Harry Potter y el prisionero de Azkaban, obra del prestigioso estudio MinaLima, responsable del diseño gráfico de las películas de la saga «Harry Potter» y de Animales fantásticos. En esta edición especial de Harry Potter y el prisionero de Azkaban, el texto completo e íntegro de la obra original de J.K. Rowling va acompañado de preciosas ilustraciones a todo color en casi todas las páginas, un diseño excelente y varias sorpresas interactivas de ingeniería en papel, obra del célebre estudio MinaLima.¡Una nueva forma de vivir la magia del autobús noctámbulo, cabalgar sobre el hipogrifo Buckbeak y descubrir el Mapa del Merodeador! *El regalo perfecto para los fans de «Harry Potter». *Un tesoro para la estantería de cualquier coleccionista.*Una joya con sorpresas interactivas que disfrutarán lectores de todas las edades.

Ver más
Ver menos","37,95€","39,95€",480,2023,Español,Salamandra,https://www.abacus.coop/dw/image/v2/BDLM_PRD/on/demandware.static/-/Sites-AbacusMaster/default/dw46c1af89/images/large/1461871.80.jpg?sw=740
364,La asombrosa tienda de la señora Yeom,"Ho-Yeon, Kim","Descripción



La historia conmovedora, delicada, de un hombre que lo ha perdido todo salvo la fuerza de encontrarse a sí mismo.Dokgo vive en la calle y duerme en la estación de Seúl. Tiempo atrás tenía un trabajo, una casa, una familia, pero un día lo perdió todo. Incluso la memoria. Cuando encuentra un monedero, decide entregárselo a su dueña, la señora Yeom, una exprofesora de mediana edad que gestiona una pequeña tienda abierta las veinticuatro horas. Para agradecérselo, la mujer lo invita a comer siempre que quiera en su local y no solo eso: ante la necesidad de cubrir una vacante en el turno de noche, le ofrece el trabajo. Gracias a su nuevo puesto, Dokgo, algo torpe a veces, silencioso otras, empieza a ayudar a muchas personas del barrio. El contacto con los demás hará que recupere la memoria y una nueva razón para vivir.Cálida y emocionante, La asombrosa tienda de la señora Yeom es una lectura que nos llena de esperanza. Ha sido la novela más vendida en Corea con más de un millón de ejemplares y se ha convertido en un auténtico éxito internacional.Una asombrosa tienda a la que siempre querrás regresar.

Ver más
Ver menos","17,10€","18,00€",,,Español,Duomo,https://www.abacus.coop/dw/image/v2/BDLM_PRD/on/demandware.static/-/Sites-AbacusMaster/default/dwfb121b0a/images/large/1482094.10.jpg?sw=740
