,title,author,description,actual_price,prev_price,pages,year,language,publisher,image
238,Las madres (La novia gitana 4),"Mola, Carmen","Descripción



NO SE PUEDE IR MÁS LEJOSLa nueva entrega de la serie que cambió la novela negra española conquistando a la crítica y a más de medio millón de lectores.  La inspectora Elena Blanco atraviesa el depósito de la Grúa Municipal Mediodía II de Madrid hasta llegar a una vieja furgoneta que expele un olor putrefacto. Dentro está el cadáver de un hombre atado a una silla, con un burdo costurón que asciende del pubis al abdomen. Los primeros resultados de la autopsia aclaran que a este toxicómano reincidente le arrancaron algunos órganos y le colocaron en el vientre un feto de casi siete meses. Los análisis de ADN revelan que se trata de su hijo biológico. A los pocos días, la Brigada de Análisis de Casos se desplaza a la zona portuaria de A Coruña, donde el cuerpo de un asesor fiscal de sesenta y cuatro años ha sido asesinado con el mismo modus operandi. ¿Qué relación existe entre las dos víctimas? ¿Y dónde están las madres de los bebés?Se abre así la investigación del nuevo y perturbador caso de la BAC. Mientras la relación entre Elena y Zárate se hace cada vez más complicada por los tormentos de él sobre la muerte de Chesca y la obsesión de ella por adoptar a la Nena, todos los indicios los acercarán a una misteriosa organización cuyos hilos manejan los poderosos e intocables del país y a la que nadie parece poderse acercar sin morir. La crítica ha dicho...«Todos caen rendidos (quien la coge no la suelta) ante la fuerza y la intensidad de una historia que no desmerece al mejor noir de Pierre Lemaitre, comparte elementos con Sandrone Dazieri y tiene como protagonista a una (sí, es una mujer) detective de las que hacen época (y series)».Inés Martín Rodrigo, ABC «Elena Blanco es de los mejores personajes femeninos protagonistas que he visto en mucho tiempo y el Madrid que se muestra, callejero y violento, da mucha fuerza».Paco Cabezas, director de la serie La novia gitana «Una originalidad que nos somete y nos hace desear más, mucho más, cuando, horrorizados, nos damos cuenta de que estamos ya en la última página».Jordi Llobregat, director de Valencia Negra «No deja indiferente a nadie, [...] no da respiro ni un segundo».Nereida Domínguez, La Voz de Cádiz «La novela negra o muta o se ensimisma. Carmen Mola, la escritora mutante».Carlos Zanón «Desde la primera página, Carmen Mola [...] demuestra tener una voz propia, y eso, en el género negro y fuera de él, ya es mucho, quizá la mitad de todo. O más».Lorenzo Silva «Una estructura sólida y un argumento llevado como un clásico policial pero que al tiempo rompe varios convencionalismos».Juan Carlos Galindo, El País «Con capítulos cortos, una dosificación de la intriga, y un estilo eficaz que contribuyen a una absorbente lectura. [...] La inspectora Elena Blanco y sus compañeros de la Brigada de Análisis de Casos, se han hecho ya un hueco en primera línea de los investigadores que, en su lado femenino, tuvieron como precursora a Petra Delicado».Luisa Martínez, El Imparcial «A (casi) nadie le importa un ardite quién se esconda tras ese seudónimo, lo único que de verdad cuenta es que siga publicando novelas».Manuel Rodríguez Rivero, Babelia «Carmen Mola tiene un relato que me encanta, no puedes dejar de leer. Me la acabé en tres o cuatro días».Imanol Arruti, La Dupla «Adictiva y emocionante.»Elena Méndez, La Voz de Galicia

Ver más
Ver menos","19,85€","20,90€",464,2022,Español,Alfaguara,https://www.abacus.coop/dw/image/v2/BDLM_PRD/on/demandware.static/-/Sites-AbacusMaster/default/dwe1b790ca/images/large/1412111.05.jpg?sw=740
239,La memòria més secreta dels homes,"Mbougar Sarr, Mohamed","Descripción



L'any 2018, Diégane Latyr Faye, un jove escriptor senegalès, descobreix a París un llibre llegendari: El laberint de la inhumanitat, publicat el 1938. Ningú no sap què li va passar al seu autor, T. C. Elimane, a qui havien anomenat el «Rimbaud negre» després que la publicació del llibre provoqués un bon escàndol en la societat de l'època. Diégane queda fascinat i decideix buscar el rastre del misteriós autor. Durant la recerca viatjarà a diversos països, i també es veurà obligat a revisar algunes grans tragèdies de la història, com ara el colonialisme i l'Holocaust.Amb La memòria més secreta dels homes, l'escriptor senegalès, a qui alguns ja anomenen el «Bolaño africà» per la influència que ell mateix reconeix que ha tingut l'escriptor xilè en la seva obra, reflexiona sobre temes com ara la difícil tria entre viure i escriure o el desig de superar la confrontació entre Àfrica i Occident, i, per damunt de tot, és un homenatge al poder de la literatura.

Ver más
Ver menos","21,75€","22,90€",480,2022,Catalán,Més Llibres,https://www.abacus.coop/dw/image/v2/BDLM_PRD/on/demandware.static/-/Sites-AbacusMaster/default/dw1b73ae3d/images/large/1411275.09.jpg?sw=740
240,Trilogia Foc 1: Ciutats de fum,"Marcús, Joana","Descripción



Fins on series capaç d'arribar per sobreviure?Sopa a les nou en punt, dorm exactament vuit hores, mai no té una arruga a la roba, parpelleja 86.400 vegades i respira 30.000 vegades al dia, només parla quan li pregunten, mai no ha alçat la veu i, el que és més important, mai no s'ha preguntat què passaria si tot canviés. Però, i si passés? En un món on la llibertat està controlada, fins on series capaç d'arribar per recuperar-la?  

Ver más
Ver menos","17,05€","17,95€",496,2022,Catalán,Fanbooks,https://www.abacus.coop/dw/image/v2/BDLM_PRD/on/demandware.static/-/Sites-AbacusMaster/default/dwacdb762a/images/large/1393534.24.jpg?sw=740
241,Los Compas y el diamantito legendario,Los Compas,"Descripción



Las vacaciones más accidentadas de los CompasMike, Timba y Trolli se merecen unas vacaciones, así que lo han preparado todo para pasar unos días de descanso en una isla tranquila y alejada del ajetreo diario. De manera accidental, encontrarán un pergamino que los pondrá sobre la pista de un extraño tesoro, relacionado con viejas leyendas locales que nos hablan de criaturas mágicas, profecías antiguas y batallas entre gigantes y caballeros. Sin haberlo buscado, los Compas se verán envueltos en una aventura épica que quizá los convierta en héroes.

Ver más
Ver menos","15,10€","15,90€",240,2020,Español,Martínez Roca,https://www.abacus.coop/dw/image/v2/BDLM_PRD/on/demandware.static/-/Sites-AbacusMaster/default/dw0087b8f8/images/large/1346422.61.jpg?sw=740
242,Diguem-ne amor,"Vives, Marta","Descripción



Dotze històries d’amor reals, imperfectes i belles que exploren totes les formes d’estimar.No hi ha dues relacions d'amor iguals, i la periodista cultural Marta Vives ens en comparteix 12 d'extraordinàries on ens hi podem veure reflectits. Històries quotidianes, petites i íntimes, actuals, d'una gran intensitat i amb la ciutat de Barcelona com a escenari. Primers amors, segones oportunitats, amistats indestructibles, poliamor i exemples de solidaritat. Els protagonistes d'aquest llibre, tan autèntics com la vida mateixa, ens descobreixen totes les maneres d'estimar.

Ver más
Ver menos","17,95€","18,90€",296,2022,Catalán,Ara Llibres,https://www.abacus.coop/dw/image/v2/BDLM_PRD/on/demandware.static/-/Sites-AbacusMaster/default/dwff65e5f9/images/large/1389748.93.jpg?sw=740
243,Pétalos de papel,"Pascual, Selene M.","Descripción



Un mundo en el que caben todos los mundos. Un chico con el poder de crear puentes entre ellos. Una chica que llega por accidente... y que no puede regresar a casa Dani es una chica normal. O lo era hasta que un libro se la tragó y llegó a Albión, una dimensión regentada por una clase noble que impone sus normas escondida tras sonrisas fingidas y bailes a medianoche. Un mundo en el que los visitantes como ella son meros siervos a su merced. Marcus es el heredero de la familia Abberlain y el único con el poder de devolver a Dani a casa. Un don que muchos envidian y quisieran controlar a cualquier precio. Un paso en falso y la vida que Marcus ha construido con tanto esmero escudado tras una máscara de indiferencia podría derrumbarse a su alrededor. Cuando sus historias se entrelacen, Dani y Marcus harán temblar la bien asentada jerarquía de Albión, pero# Alterar el orden es peligroso. Y ni siquiera el amor puede desafiar al destino. RESEÑAS:«Lo primero que debes saber de esta historia es que nunca vas a poder olvidarla. ¡Necesito seguir creando primaveras con Marcus y Dani una y otra vez!»Joana Marcús, autora de Antes de diciembre y de la trilogía Fuego. «Te hará sentir hasta el último momento. Un viaje lleno de aventuras y emociones a flor de piel».Letizia Alberto, booktoker (@letiziaalg21) «Dulce e intenso, refleja la magia de la imaginación, el recuerdo y la literatura de una manera preciosa».Alba Zamora, booktoker (@albazamoraexpo)

Ver más
Ver menos","18,00€","18,95€",544,2022,Español,Molino,https://www.abacus.coop/dw/image/v2/BDLM_PRD/on/demandware.static/-/Sites-AbacusMaster/default/dw8911a0fc/images/large/1415540.41.jpg?sw=740
244,El mentalista,"Läckberg, Camilla","Descripción



En un parc d'atraccions, als afores d'Estocolm, apareix el cos d'una jove assassinada de manera macabra: dins d'una caixa de fusta, travessada per diverses espases.L'agent de policia Mina Dabiri, reservada i metòdica, forma part de l'equip especial d'investigació que es fa càrrec del cas. Quan la Mina esgota totes les possibles pistes, recorre al conegut mentalista Vincent Walder perquè els ajudi a desxifrar els indicis que sembla que connecten l'assassinat amb el món de l'il·lusionisme.Quan apareix un altre cadàver, la Mina i en Vincent comprenen que s'enfronten a un assassí en sèrie, en una trepidant cursa contra rellotge per desxifrar els codis numèrics i les trampes visuals d'una ment brillant i perversa. Un viatge apassionant a la part més fosca de la ment humana que no deixarà cap lector indiferent.á«Un cas apassionant en què en cap moment decau la tensió. Fantàstica». Dagens Nyheter«La bona artesania criminal de Läckberg i els misteriosos ingredients del món de l'il·lusionisme de Fexeus conformen una experiència de lectura totalment fascinant». Jyllands-Posten«Una novel·la negra de ritme vertiginós». G teborgs-Posten«Läckberg i Fexeus uneixen forces per crear una novel·la de misteri molt original que no podràs parar de llegir». Ystads Allehanda«Mina Dabiri i Vincent Walder són una parella d'investigadors que funcionen com un rellotge». De Telegraaf«Els lectors esperen amb ànsia la propera aventura de la Mina i en Vincent». Bogblogger.dk«Les trames i subtrames sorprendran molt el lector en una novel·la de misteri que no deixarà ningú indiferent». Fruthulstrup.dk«Un entreteniment descaradament emocionant». Borås Tidning

Ver más
Ver menos","22,70€","23,90€",752,2022,Catalán,Columna Edicions,https://www.abacus.coop/dw/image/v2/BDLM_PRD/on/demandware.static/-/Sites-AbacusMaster/default/dw16f2c2d3/images/large/1391571.82.jpg?sw=740
245,Come genial y no hagas dieta nunca más,Isasaweis,"Descripción



Este libro es mucho más que un recetario. Se trata de la guía de estilo de vida definitiva de una de las influencers más prestigiosas y veteranas de nuestro país: Isasaweis. Sin recurrir a dietas raras, alimentos prohibidos ni cantidades ridículas, la reina de la cocina casera en internet nos convence de que adelgazar con la cocina de toda la vida es posible. ¿Cómo? Adaptando los platos a nuestro ritmo vital, sin renunciar a nuestros gustos y aprovechando los ingredientes que tenemos más a mano en la despensa o el frigorífico. Con este práctico libro con más de 100 recetas no solo descubriremos los secretos que ayudaron a Isasaweis a adelgazar 20 kg de una forma tan sencilla como eficaz, sino que también aprenderemos a comer genial para poder llevar una vida sana y feliz para siempre. Un recetario estupendo, sano y variado, con un montón de ideas para que tú también lo consigas.  El recetario que ha ayudado a Isasaweis a perder 20 kg para siempre. El libro que todos sus fans están esperando.

Ver más
Ver menos","18,90€","19,90€",256,2021,Español,Planeta,https://www.abacus.coop/dw/image/v2/BDLM_PRD/on/demandware.static/-/Sites-AbacusMaster/default/dw75025afb/images/large/1369170.74.jpg?sw=740
246,Kakebo Blackie Books 2022,Aavv,"Descripción



¡La herramienta definitiva de Blackie Books para aprender a ahorrar! Gestiona tu economía personal y cambia tus malos hábitos con el Kakebo® Blackie Books 2022. Cada mes encontrarás breves trucos y consejos, algunos ejercicios para poner en práctica lo que irás descubriendo poco a poco, y todo ordenado en fáciles tablas y listas para animarte a hacer un cambio radical en tu día a día. ¿Cómo? En tan solo cinco pasos: 1 - INGRESOS. Poner en claro todo el dinero que ingresas a tu favor mes a mes, ya sea el sueldo, propinas, regalos, etc. 2 - GASTOS FIJOS. Réstales todos aquellos gastos mensuales recurrentes como los servicios del hogar, el alquiler, hipoteca, etc. 3 - TU AHORRO. En este momento podrás decidir si ahorras de antemano o esperas a final de mes para ahorrar el sobrante de tus gastos semanales. 4 - TU PRESUPUESTO. Mediante la resta de los INGRESOS y los GASTOS FIJOS cada mes, obtendrás el PRESUPUESTO mensual para tus gastos semanales. 5 - TUS GASTOS SEMANALES. Aquí irás observando el dinero que gastas en tu día a día. Si restas el total de tus GASTOS SEMANALES a tu PRESUPUESTO obtendrás tu balance final. ¡Este es el gran momento de cada mes! ·, Anota tus gastos, examínalos y ¡ahorra! ·, Reflexiona, aprende y cambia de hábitos. ·, Método sencillo en cinco pasos. ·, Repleto de útiles tablas, consejos y trucos. ·, Podrás adaptarlo a tu propia rutina, sea cual sea. ·, Más de 100.000 ejemplares vendidos.

Ver más
Ver menos","17,00€","17,90€",224,2021,Español,Blackie Books,https://www.abacus.coop/dw/image/v2/BDLM_PRD/on/demandware.static/-/Sites-AbacusMaster/default/dw2fb21a43/images/large/1375595.22.jpg?sw=740
247,Dejuni intermitent saludable,"Zaplana, Carla","Descripción



«ESCOLTA SEMPRE EL TEU COS. ELL ET DIRÀ QUÈ LI BENEFICIA I QUÈ NO, COM FER-HO, QUAN COMENÇAR I QUAN PARAR.» El dejuni intermitent ha arribat per quedar-se i no passa un dia sense que sentim parlar dels seus beneficis, malgrat que tanta informació sobre aquest tema pugui arribar a confondre'ns. Els estudis científics demostren les nombroses virtuts del dejuni, sempre que es dugui a terme de manera responsable i d'acord amb les nostres metes i necessitats: pèrdua de pes, millora de la longevitat i del descans, control dels nivells metabòlics, major qualitat de somni... Carla Zaplana, experta nutricionista i dietista, ens ofereix en aquesta guia les respostes que ens ajudaran a sortir de dubtes, ens revela quin tipus de dejuni ens convé segons el nostre estil de vida i ens ensenya com iniciar-nos en aquesta pràctica de manera saludable, per a així maximitzar els seus avantatges. El primer pas és aprendre a escoltar-nos i entendre què ens demana el cos. Per això, la Carla ens aconsella com integrar el dejuni en la nostra rutina amb seguretat i també ens ofereix estratègies per analitzar i comprendre les reaccions del nostre organisme, especialment en els primers dies. A més a més, ens proporciona les claus per distingir la fam real de l'emocional, idees d'exercicis per fer en dejú i més de 25 receptes senzilles i delicioses per aprendre a trencar el dejuni i sentir-nos bé. * El dejuni intermitent és una tendència nutricional en ple creixement, cada dia amb més seguidors. * Per aconseguir energia, bellesa, salut i un estat emocional òptim de la manera més natural.

Ver más
Ver menos","14,72€","15,50€",224,2021,Catalán,Cossetània,https://www.abacus.coop/dw/image/v2/BDLM_PRD/on/demandware.static/-/Sites-AbacusMaster/default/dwdde60cb2/images/large/1355299.52.jpg?sw=740
248,La porta dels tres panys,"Fernández-Vidal, Sónia","Descripción



Obre les portes al fascinant món de la física quàntica!L'exitosa novel·la, completament actualitzada, es converteix en trilogia!Després de rebre un misteriós missatge, en Niko recorre un nou camí per anar a l'institut i descobreix una casa que no havia vist mai abans. La resolució d'un enigma li permet entrar en el que resultarà ser un estrany lloc on neixen universos, hi ha un gat que apareix i desapareix, i és possible teleportar-se. La Porta dels Tres Panys, ara convertida en trilogia i totalment actualitzada, és la primera obra que explica la física quàntica -de manera divertida i comprensible- als lectors de totes les edats. Amb la col.laboració de la Generalitat de Catalunya, Departament de Cultura.

Ver más
Ver menos","14,15€","14,90€",208,2018,Catalán,Estrella Polar,https://www.abacus.coop/dw/image/v2/BDLM_PRD/on/demandware.static/-/Sites-AbacusMaster/default/dw9064d654/images/large/1230301.12.jpg?sw=740
249,El monstre de Santa Helena,"Sánchez Piñol, Albert","Descripción



¿Què s'esdevindria si reuníssim en una mateixa habitació l'Amor, la Cultura i el Poder? Mai un home ha estat reclòs en una presó més segura, més llunyana i més inexpugnable que Napoleó Bonaparte després de ser derrotat a Waterloo. Tothom sap què li va passar: que el món, fart de les seves ambicions infinites i les destrosses inacabables, va decidir tractar-lo com el que era# Un geni del mal. I la llàntia on el van tancar es deia Santa Helena: un illot de roca a milers de quilòmetres de la costa més propera, infestat de rates i vigilat per l'armada britànica. La primavera del 1819, François-René de Chateaubriand i la seva amant, Delphine Sabran, s'embarquen rumb a aquesta illa perduda al bell mig de l'oceà. El gran escriptor del segle i la marquesa de Custine volen posar a prova el seu amor superant dos grans obstacles: una gran distància i un gran adversari, com han fet les parelles més cèlebres de la història, des de Marc Antoni i Cleòpatra a Romeu i Julieta. Després de mesos de navegació, ¿a quin adversari més temible que Napoleó es poden enfrontar aquests fills de l'aristocràcia francesa? Però en la seva trobada amb l'emperador que va conquerir tot Europa, el militar a qui respectaven fins i tot els seus enemics, l'home davant del qual es rendien les dones..., Chateaubriand i Delphine descobriran amb horror que els monstres poden tenir molts rostres.

Ver más
Ver menos","18,90€","19,90€",304,2022,Catalán,La Campana,https://www.abacus.coop/dw/image/v2/BDLM_PRD/on/demandware.static/-/Sites-AbacusMaster/default/dw7e84ee25/images/large/1390353.29.jpg?sw=740
250,Obra maestra,"Tallón, Juan","Descripción



¿Cómo pudo desaparecer de un almacén del Museo Reina Sofía una enorme escultura de Richard Serra de treinta y ocho toneladas? La historia que narra esta novela es del todo inverosímil... y sin embargo sucedió. Es increíble, pero es verdad: un museo de primer nivel internacional -el Reina Sofía- encarga para su inauguración en 1986 una obra a una estrella de la escultura, el norteamericano Richard Serra. El escultor entrega una pieza creada ad hoc para la sala en la que iba a exhibirse. La escultura en cuestión -Equal-Parallel/Guernica-Bengasi- consta de cuatro bloques de acero independientes de grandes dimensiones. Inmediatamente se eleva la pieza a obra maestra del minimalismo. Finalizada la muestra, el museo decide guardarla, y en 1990, por falta de espacio, la confía a una empresa de almacenaje de arte, que la traslada a su nave en Arganda del Rey. Cuando quince años después el Reina Sofía quiere recuperarla, resulta que la escultura -¡de treinta y ocho toneladas!- se ha volatilizado. Nadie sabe cómo ha desaparecido, ni en qué momento, ni a manos de quién. Para entonces la empresa que la custodiaba ya ni siquiera existe. Cero pistas sobre su paradero.La misteriosa desaparición queda elevada también a categoría de obra maestra. Como el escándalo adquiere resonancia mundial, Serra acepta replicar la pieza y darle rango de original, y el Reina Sofía, sumarla a su exposición permanente. Entre la novela de no ficción y la crónica novelada, entre el disparate y lo alucinógeno, Obra maestra reconstruye a ritmo de thriller trepidante un caso que lleva a hacerse algunas preguntas perturbadoras: ¿cómo es posible que algo así sucediera? ¿Cómo se convierte en original una copia? ¿Qué es arte en el arte contemporáneo? ¿Cuál fue el verdadero destino de la famosa, enorme y pesada escultura de acero convertida en aire? ¿Es posible que un día aparezca?Para responder a estas y otras preguntas, las páginas de la novela acogen una sucesión de voces muy dispares: las de la fundadora del Reina Sofía, algunos de sus directores, los policías de la Brigada de Patrimonio que investigaron la desaparición, la jueza que instruyó el caso, personal del museo, ministros, el empresario que custodió la obra, galeristas americanos, el propio Richard Serra, su amigo -y antiguo ayudante- Philip Glass, marchantes de arte, críticos, artistas, concejales, coleccionistas, un coreógrafo que danzó alrededor de la escultura, ingenieros, periodistas, historiadores, vigilantes, políticos, una terrorista, un jubilado, un camionero, un chatarrero, un taxista, una agente de la Interpol, el propio autor del libro, en tratos con una editora para escribirlo, o César Aira, que propone una teoría tan loca como deliciosa sobre el verdadero destino de la escultura.

Ver más
Ver menos","18,90€","19,90€",328,2022,Español,Anagrama,https://www.abacus.coop/dw/image/v2/BDLM_PRD/on/demandware.static/-/Sites-AbacusMaster/default/dw529433f1/images/large/1388084.36.jpg?sw=740
251,La ciudad de los vivos,"Lagioia, Nicola","Descripción



La historia real del homicidio que conmocionó Italia. Un retrato despiadado del lado oscuro de Roma «Una historia salvaje y monumental, de las mejores que leí en mi vida».Manuel Jabois «El temblor de lo que sucede y de lo que no sucede, de lo que llega sin aviso y ya es irreparable y no termina nunca».Antonio Muñoz Molina, BabeliaEn marzo de 2016, en un apartamento situado a las afueras de Roma, dos jóvenes de buena familia se pasaron varios días de fiesta, poniéndose hasta arriba de cocaína, pastillas y alcohol. Decidieron invitar a alguien y tras llamar a varios amigos que no podían o no contestaban, dieron con Luca Varani, un chico al que apenas conocían. Le ofrecieron drogas y dinero a cambio de sexo. Se divirtieron hasta que empezaron a torturarle y terminaron asesinándolo a cuchillazos y golpes de martillo. Tenía 23 años, era hijo de una familia humilde de la periferia, un buen chaval que se buscaba la vida como podía. Nadie entendió por qué lo hicieron, no hubo respuestas para tanto horror. Desde la cárcel uno de los asesinos dijo que «querían saber que se sentía al matar a alguien». Tenían 28 y 29 años: Manuel Foffo, proveniente de una familia de comerciantes, y Marco Prato, un conocido relaciones públicas de la noche gay romana, hijo de un profesor universitario.El escritor Nicola Lagioia se obsesionó con el caso. Acababa de recibir el Premio Strega por su anterior novela, el premio más importante de Italia, y dedicó cuatro años de su vida a esta historia. Habló con todos los implicados, con los amigos y familiares de los tres chicos, accedió a la investigación y al juicio y llegó a cartearse con uno de los culpables. Se sumergió en lo más oscuro de la noche romana y se adentró en la inaccesible burguesía romana. El resultado es una crónica literaria mayúscula: una investigación sobre la naturaleza humana bajo el silencio de las calles vacías de la ciudad eterna.Críticas:«Hacía tiempo que no disfrutaba tanto de un libro. Qué barbaridad». Laura Ferrero «Colosal y perturbadora, con mimbres de Truman Capote y Emmanuel Carrère».Daniel Verdú, El País «Convertir el dolor en literatura y reflejar su amplísima dimensión [...] esun objetivo que La ciudad de los vivos cumplecon creces. [...] Una de las mejores crónicas criminales de todos los tiempos».Marina Sanmartín, ABC «Odio las frases de faja, pero este libro es formidable». Enric González «Hacía mucho que una novela no me llenaba tanto como escritor y lector. La ciudad de los vivos es un puñetazo en toda la línea de flotación de nuestra época, la define, la desmenuza y como todo gran libro trasciende su propia intención hasta rebasar su apariencia».Jordi Corominas «Una obra que va de Capote a Carrère y Cercas. Lagioia lo hace como lo hace la mejor literatura. Nos muestra que el límite sobre el que se mueven los protagonistas -inmersos en el gran misterio y esplendor de Roma- es el límite del mundo, el mismo sobre el que andamos todos cada día».Domenico Starnone«La gran habilidad de Lagioia radica en la capacidad de enganchar al lector, arrastrándolo en un viaje minucioso, en el que nada se pasa por alto. [...] Logra explicar un imposible desafiando el teatro del absurdo, poniendo las manosen la vida de los demás, pasando por él mismo, ha venido a reconstruir lo inimaginable».VanityFair «La ciudad de los vivos da miedo, entra en casa, se adueña deltiempo, rompe las conversaciones y hace que cualquier otra historia sea marginal».Harper'sBazaar

Ver más
Ver menos","20,80€","21,90€",464,2022,Español,Literatura Random Ho,https://www.abacus.coop/dw/image/v2/BDLM_PRD/on/demandware.static/-/Sites-AbacusMaster/default/dwce409d1f/images/large/1381255.64.jpg?sw=740
252,Terra Alta,"Cercas, Javier","Descripción



Justícia o venjança?Un crim terrible sacseja la tranquil·la comarca de la Terra Alta: els propietaris de la seva empresa més gran, Gràfiques Adell, apareixen assassinats després d'haver estat sotmesos a tortures terribles. Del cas se n'encarrega Melcior Marín, un jove policia i lector voraç arribat de Barcelona quatre anys enrere, amb un passat fosc a l'esquena que l'ha convertit en una llegenda al cos i que creu haver enterrat sota una vida feliç com a marit de la bibliotecària del poble i pare d'una nena anomenada Cosette, igual que la filla de Jean Valjean, el protagonista de la seva novel·la preferida: Els miserables.  Partint d'aquest esdeveniment, a través d'una narració trepidant i plena de personatges memorables, la novel·la es converteix en una reflexió lúcida sobre el valor de la llei, la possibilitat de la justícia i la legitimitat de la venjança, però sobretot en l'epopeia d'un home a la recerca del seu lloc al món.

Ver más
Ver menos","20,80€","21,90€",384,2019,Catalán,Columna Edicions,https://www.abacus.coop/dw/image/v2/BDLM_PRD/on/demandware.static/-/Sites-AbacusMaster/default/dw9fa0c535/images/large/1317769.13.jpg?sw=740
253,Piranesi,"Clarke, Susanna","Descripción



Comparada amb Borges i Murakami, Susanna Clarke retorna amb una novel·la hipnòtica, després de l'èxit mundial de Jonathan Strange i el senyor Norrell. En Piranesi viu a la Casa, tal vegada hi ha viscut sempre. Dia rere dia pren un registre minuciós de les Meravelles que conté en els seus diaris: el laberint de Vestíbuls i Corredors, els milers d'estàtues blanques, el brogit de les Marees a les Sales Baixes, la disposició canviant dels Estels a les Sales Altes. Els dimarts i els divendres, en Piranesi es troba amb el seu amic, l'altre. Sovint també visita els Morts i els porta menjar, hi parla i els descriu les Bondats de la Casa. Bona part del temps, però, en Piranesi està sol. Un dia apareixen missatges escrits amb guix a les Parets. Individus estranys han arribat a la Casa. Són amics o venen a portar destrucció i bogeria? El Món que en Piranesi creia que coneixia està canviant: esdevé estrany i perillós. Després de setze anys de parèntesi narratiu, la segona novel·la de Susanna Clarke ens endinsa en un univers oníric i enigmàtic, i s'interroga sobre la ciència i el progrés, les virtuts i els mals del coneixement, la realitat i la imaginació, la memòria, l'arrogància i la solitud.

Ver más
Ver menos","19,00€","20,00€",276,2021,Catalán,Amsterdam,https://www.abacus.coop/dw/image/v2/BDLM_PRD/on/demandware.static/-/Sites-AbacusMaster/default/dwc45c13bf/images/large/1374014.40.jpg?sw=740
254,Estructures profundes,"Dominguez, Jair","Descripción



Una societat distòpica, absolutament podridaEn una ciutat arrasada pel canvi climàtic i les desigualtats socials, en Jordi malviu fent de fumigador. El producte que fa servir segurament és tòxic però ningú no ho sap ben bé, i en qualsevol cas, té sort de no haver de treballar als pous, on als quaranta anys ja et jubilen perquè puguis morir tranquil·lament a casa, entre vòmits i dolors terribles de tanta radioactivitat que has engolit a la feina. En Jordi va vivint amb les seves inseguretats i paranoies, que comparteix amb els companys de feina, tan desgraciats com ell. O més. Malgrat tot, pot ser que hi hagi un punt d'esperanca de canviar la seva sort? És lícit tenir el somni d'una vida digna? Amb un talent narratiu indiscutible, Jair Dominguez crea una novel·la única que submergeix el lector en un univers apocalíptic, on tot és diferent però tot ens sona. I la sensació de reconeixement arriba amb la de pànic, ja que la crítica social que s'amaga en aquestes pàgines és tan profunda com devastadora.

Ver más
Ver menos","17,57€","18,50€",224,2021,Catalán,Columna Edicions,https://www.abacus.coop/dw/image/v2/BDLM_PRD/on/demandware.static/-/Sites-AbacusMaster/default/dw2c840d59/images/large/1371787.27.jpg?sw=740
255,Mentiras y secretos,"Mírez, Alex","Descripción



Una historia llena de mentiras y secretos, atracción y odio en la que nadie parece decir la verdad. ¿Hay algo más adictivo que desenmascarar a los Perfectos mentirosos?  Las mejores historias de Wattpad ahora también en papel. Jude acaba de llegar a una de las universidades más elitistas del mundo, pero ya se ha dado cuenta que ahí todo se mueve alrededor de las fiestas, los cotilleos y los ligues entre estudiantes. Y que todo eso gira en torno a un trio irresistible: los hermanos Cash. Son vacilones, astutos, pero insoportablemente atractivos y poderosos. Y por encima de todo están acostumbrados a liderar el campus con sus juegos de niños ricos. Lo que no saben es que Jude tiene un plan: sacar a la luz sus más oscuros y perversos secretos, esos tan bien escondidos tras el lujoso apellido Cash.

Ver más
Ver menos","18,00€","18,95€",336,2020,Español,Montena,https://www.abacus.coop/dw/image/v2/BDLM_PRD/on/demandware.static/-/Sites-AbacusMaster/default/dw9a81b6b5/images/large/1340746.33.jpg?sw=740
256,Un cas difícil,"Copons, Jaume","Descripción



Hola! Soc l'Agus Pianola. Ja sabeu que la Lídia i jo ens hem acabat fent molt amics. Ara passa un mal moment, perquè el seu pare està ficat en un embolic dels grossos, però amb l'ajut dels monstres i la inspiració dels grans detectius, aconseguirem que se'n surti. Perquè els amics també hi són per fer-se costat en els moments difícils, oi?

Ver más
Ver menos","12,25€","12,90€",160,2022,Catalán,Combel,https://www.abacus.coop/dw/image/v2/BDLM_PRD/on/demandware.static/-/Sites-AbacusMaster/default/dwdd716fea/images/large/1389904.37.jpg?sw=740
